0.12	filemap_get_read_batch
0.12	get_page_from_freelist
0.11	std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long long) const
0.11	std::istreambuf_iterator<char, std::char_traits<char> > std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_int<unsigned long long>(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, unsigned long long&) const
0.11	mod_memcg_lruvec_state
0.10	qualitySplit(char*, unsigned long long, unsigned long long, unsigned long long, unsigned long long**)
0.10	0x0000000000008d5c
0.09	0x0000000000008bc4
0.09	block_commit_write
0.08	try_charge_memcg
0.08	malloc
0.08	percpu_counter_add_batch
0.08	_raw_spin_unlock_irq
0.08	free_unref_folios
0.07	el0_da
0.07	std::istream::getline(char*, long, char)
0.07	std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long)
0.07	std::istream::peek()
0.07	uncharge_folio
0.07	memcg_rstat_updated.part.0
0.07	std::locale::id::_M_id() const
0.07	css_rstat_updated
0.07	do_page_fault
0.07	std::__istream_extract(std::istream&, char*, long)
0.07	std::ostream& std::ostream::_M_insert<long>(long)
0.06	0x0000000000008f6c
0.06	Transcript::variationAdjust(Genome const&, char*)
0.06	ReadAlign::writeSAM(unsigned long long, Transcript**, Transcript*)
0.06	ReadAlign::outputAlignments()
0.06	folios_put_refs
0.06	_raw_spin_trylock
0.06	std::basic_istream<char, std::char_traits<char> >& std::getline<char, std::char_traits<char>, std::allocator<char> >(std::basic_istream<char, std::char_traits<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, char)
0.06	blocksOverlap(Transcript&, Transcript&)
0.06	kmem_cache_alloc_noprof
0.06	__mem_cgroup_charge
0.06	0x0000000000008eb0
0.05	__handle_mm_fault
