task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
77	3e/820cbc	2108311	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NA11832_F)	COMPLETED	0	2026-09-05 11:08:08.747	493ms	30ms	106.7%	3.1 MB	4.4 MB	3.2 MB	6.5 KB
71	fd/835c65	2104965	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (NA12815_F)	COMPLETED	0	2026-09-05 11:07:57.957	14.6s	13.9s	235.8%	36.6 MB	264.5 MB	6.1 GB	3.6 MB
76	f6/af2461	2108965	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NA11832_F)	COMPLETED	0	2026-09-05 11:08:09.244	17.1s	16.7s	133.1%	6.8 MB	220.2 MB	4.1 GB	2.9 KB
75	1f/bfd25d	2108312	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NA11832_F)	COMPLETED	0	2026-09-05 11:08:08.749	45s	44.4s	150.4%	8 MB	158 MB	4.1 GB	256 KB
88	d3/148714	2115299	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NA12815_F)	COMPLETED	0	2026-09-05 11:08:53.717	398ms	28ms	142.9%	3.1 MB	4.4 MB	3.8 MB	6.5 KB
90	e5/aa8998	2115579	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NA12815_F)	COMPLETED	0	2026-09-05 11:08:54.119	20.8s	20.2s	138.3%	6.7 MB	220.2 MB	6.1 GB	2.9 KB
89	e5/0b6e0a	2112219	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NA12815_F)	COMPLETED	0	2026-09-05 11:08:26.350	50.2s	49.7s	161.6%	8.6 MB	221.7 MB	6.1 GB	256 KB
56	d6/a7d835	2089081	NFCORE_RNASEQ:RNASEQ:QUANTIFY_BAM_SALMON:SALMON_QUANT (NA11832_F)	COMPLETED	0	2026-09-05 11:02:39.390	6m 50s	6m 49s	643.3%	19.8 GB	22.7 GB	21.5 GB	27.9 MB
74	1f/9c7925	2105013	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_COMBINED (NA11832_F)	COMPLETED	0	2026-09-05 11:07:57.972	1m 53s	1m 52s	108.0%	3.2 GB	4.9 GB	4.7 GB	1.2 GB
70	88/92d448	2104973	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_COMBINED (NA12815_F)	COMPLETED	0	2026-09-05 11:07:57.962	2m 26s	2m 25s	107.2%	3.5 GB	4.9 GB	6.9 GB	1.5 GB
78	88/b5bb5d	2109465	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:DUPRADAR (NA11832_F)	COMPLETED	0	2026-09-05 11:08:12.554	5m	5m	100.3%	742.3 MB	1.9 GB	33.3 GB	3.5 GB
67	91/849c72	2100342	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (NA12751_F)	COMPLETED	0	2026-09-05 11:06:34.867	7m 44s	7m 43s	124.4%	22.3 GB	29.1 GB	8.4 GB	4.3 GB
104	c2/b36fae	2138114	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (NA12751_F)	COMPLETED	0	2026-09-05 11:14:20.165	8.1s	7.1s	272.6%	29.3 MB	356.2 MB	4.3 GB	3.2 MB
106	8d/b79d21	2140200	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NA12751_F)	COMPLETED	0	2026-09-05 11:14:29.276	445ms	27ms	117.6%	3.1 MB	4.4 MB	3.4 MB	6.5 KB
107	e1/5b46b1	2140188	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NA12751_F)	COMPLETED	0	2026-09-05 11:14:29.266	15s	14.6s	139.2%	6.7 MB	156.2 MB	4.3 GB	3 KB
108	09/f4c18f	2140636	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NA12751_F)	COMPLETED	0	2026-09-05 11:14:29.732	44.4s	43.8s	155.5%	8.6 MB	221.5 MB	4.3 GB	256.1 KB
91	e7/8dceec	2109941	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:DUPRADAR (NA12815_F)	COMPLETED	0	2026-09-05 11:08:13.559	7m 42s	7m 42s	104.6%	710.8 MB	1.9 GB	56.3 GB	15 GB
105	2b/fd8bf1	2138137	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_COMBINED (NA12751_F)	COMPLETED	0	2026-09-05 11:14:20.180	1m 58s	1m 58s	108.2%	3.4 GB	4.9 GB	5.1 GB	1.4 GB
69	22/073f5e	2137909	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (NA12815_F)	COMPLETED	0	2026-09-05 11:14:19.151	2m 20s	2m 20s	170.8%	1.6 GB	1.8 GB	9.6 GB	1.3 GB
72	87/e9bd6b	2152694	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (NA11832_F)	COMPLETED	0	2026-09-05 11:16:39.484	2m 6s	2m 6s	179.2%	1.4 GB	1.7 GB	7.7 GB	1.3 GB
110	85/e9628a	2142752	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:DUPRADAR (NA12751_F)	COMPLETED	0	2026-09-05 11:14:44.298	4m 50s	4m 49s	107.0%	710.3 MB	1.9 GB	32.4 GB	2.1 GB
79	13/153316	2160120	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:SAMTOOLS_SORT_QUALIMAP (NA11832_F)	COMPLETED	0	2026-09-05 11:18:45.716	1m 23s	1m 23s	522.4%	5.3 GB	6.6 GB	14 GB	15.8 GB
46	9f/4c5206	2119069	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (NA12814_M)	COMPLETED	0	2026-09-05 11:09:29.292	11m 28s	11m 28s	514.3%	37.8 GB	39.3 GB	87.2 GB	64.7 GB
47	e4/abc9ee	2164875	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (NA12775_M)	COMPLETED	0	2026-09-05 11:20:09.128	13m 9s	13m 7s	543.0%	37.8 GB	39.3 GB	91.2 GB	69.5 GB
83	7e/0c6d0f	2204003	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (NA11832_F)	COMPLETED	0	2026-09-05 11:33:17.820	2.9s	2.2s	176.1%	101.2 MB	941.9 MB	115.4 MB	694 B
86	dd/37c012	2204787	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (NA11832_F)	COMPLETED	0	2026-09-05 11:33:20.703	2m 5s	2m 5s	101.2%	46.3 MB	886.8 MB	4.1 GB	1.2 KB
80	1a/0dedbf	2211725	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:SUBREAD_FEATURECOUNTS (NA11832_F)	COMPLETED	0	2026-09-05 11:35:25.819	1m 16s	1m 15s	146.7%	471.1 MB	1.3 GB	7.2 GB	90.8 MB
125	33/544a9d	2236509	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:CUSTOM_MULTIQCCUSTOMBIOTYPE (NA11832_F)	COMPLETED	0	2026-09-05 11:36:42.791	792ms	332ms	94.3%	3.1 MB	9.8 MB	91.9 MB	1.7 KB
87	ff/c4a5a4	2236176	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (NA11832_F)	COMPLETED	0	2026-09-05 11:36:41.766	1m 45s	1m 44s	102.6%	146.1 MB	993.8 MB	4.2 GB	69.3 MB
68	a3/747058	2167975	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (NA12399_M)	COMPLETED	0	2026-09-05 11:20:57.638	17m 40s	17m 40s	564.3%	38 GB	39.6 GB	119 GB	102.8 GB
81	94/65fdd1	2240975	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (NA11832_F)	COMPLETED	0	2026-09-05 11:38:26.535	2m 36s	2m 36s	101.4%	1.7 GB	2.6 GB	4.8 GB	1.6 KB
82	13/700944	2242003	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (NA11832_F)	COMPLETED	0	2026-09-05 11:38:37.894	3m 32s	3m 31s	101.7%	7.1 GB	8 GB	4.1 GB	641.7 KB
84	5d/2e9955	2252007	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (NA11832_F)	COMPLETED	0	2026-09-05 11:42:09.773	35s	34.6s	110.0%	1.4 GB	2.3 GB	322.9 MB	51.6 MB
85	08/8529ca	2248894	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (NA11832_F)	COMPLETED	0	2026-09-05 11:41:02.602	2m 6s	2m 6s	102.4%	1.2 GB	2 GB	4.2 GB	28 KB
93	2c/67773b	2253999	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (NA12815_F)	COMPLETED	0	2026-09-05 11:42:44.808	38.7s	38.3s	108.9%	1.4 GB	2.3 GB	349.9 MB	54.8 MB
94	6b/84ea0a	2256870	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (NA12815_F)	COMPLETED	0	2026-09-05 11:43:23.525	2.4s	2s	217.0%	102.2 MB	942.8 MB	126.5 MB	676 B
99	3e/c09c85	2255588	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (NA12815_F)	COMPLETED	0	2026-09-05 11:43:08.837	2m 38s	2m 37s	101.7%	1 GB	1.9 GB	6.2 GB	27.9 KB
97	5e/a05057	2257320	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (NA12815_F)	COMPLETED	0	2026-09-05 11:43:25.934	2m 28s	2m 28s	101.4%	47.2 MB	887.7 MB	6.1 GB	1.2 KB
96	f0/f0a956	2263018	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:SUBREAD_FEATURECOUNTS (NA12815_F)	COMPLETED	0	2026-09-05 11:45:46.615	1m 18s	1m 17s	159.6%	479.3 MB	1.4 GB	9.2 GB	90.8 MB
128	4d/71e262	2269144	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:CUSTOM_MULTIQCCUSTOMBIOTYPE (NA12815_F)	COMPLETED	0	2026-09-05 11:47:05.209	663ms	266ms	99.1%	7.3 MB	11.9 MB	91.9 MB	1.7 KB
92	d6/f8feb3	2263943	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (NA12815_F)	COMPLETED	0	2026-09-05 11:45:54.391	2m 6s	2m 6s	102.5%	146.2 MB	994.3 MB	6.2 GB	64.5 MB
100	ea/dcf278	2272589	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (NA12815_F)	COMPLETED	0	2026-09-05 11:48:00.379	3m 1s	3m 1s	101.3%	1.7 GB	2.6 GB	6.8 GB	1.6 KB
95	75/7e9251	2268815	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (NA12815_F)	COMPLETED	0	2026-09-05 11:47:04.190	3m 59s	3m 58s	101.5%	8.2 GB	9.1 GB	6.1 GB	626.1 KB
101	c3/18c271	2277877	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_COMBINED:UCSC_BEDCLIP (NA11832_F)	COMPLETED	0	2026-09-05 11:51:02.712	4s	3.5s	100.2%	8.7 MB	21.4 MB	619.4 MB	619.3 MB
102	b0/85fe3f	2278666	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_COMBINED:UCSC_BEDCLIP (NA12815_F)	COMPLETED	0	2026-09-05 11:51:06.706	4.8s	4.3s	100.3%	8.8 MB	21.4 MB	776.4 MB	776.4 MB
129	2c/f54859	2278948	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_COMBINED:UCSC_BEDGRAPHTOBIGWIG (NA11832_F)	COMPLETED	0	2026-09-05 11:51:07.720	19.6s	19.1s	100.4%	11 MB	28.1 MB	1.8 GB	124.9 MB
130	62/f4908f	2281351	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_COMBINED:UCSC_BEDGRAPHTOBIGWIG (NA12815_F)	COMPLETED	0	2026-09-05 11:51:27.346	25s	24.5s	100.9%	77.7 MB	94.6 MB	2.3 GB	163.6 MB
98	8e/1aa5d6	2277510	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:SAMTOOLS_SORT_QUALIMAP (NA12815_F)	COMPLETED	0	2026-09-05 11:51:01.864	1m 30s	1m 30s	526.0%	5.3 GB	6.6 GB	19.4 GB	20.3 GB
103	66/c35a7f	2279778	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (NA12751_F)	COMPLETED	0	2026-09-05 11:51:11.491	2m 7s	2m 6s	174.5%	1.4 GB	1.7 GB	7.9 GB	1.3 GB
114	3b/e8916c	2283907	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (NA12751_F)	COMPLETED	0	2026-09-05 11:52:31.938	2m 46s	2m 45s	101.5%	1.7 GB	2.6 GB	5 GB	1.6 KB
113	89/d965aa	2289143	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (NA12751_F)	COMPLETED	0	2026-09-05 11:55:17.672	2.3s	1.9s	217.7%	102.1 MB	942.6 MB	113.8 MB	676 B
116	6d/6e53f5	2285718	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (NA12751_F)	COMPLETED	0	2026-09-05 11:53:18.277	2m 11s	2m 11s	101.5%	47.1 MB	887.6 MB	4.4 GB	1.2 KB
120	28/5a9da2	2242031	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:QUALIMAP_RNASEQ (NA11832_F)	COMPLETED	0	2026-09-05 11:38:37.913	17m 4s	17m 2s	107.6%	16.5 GB	20.7 GB	9 GB	560.8 KB
109	a4/4b54f1	2291048	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:SUBREAD_FEATURECOUNTS (NA12751_F)	COMPLETED	0	2026-09-05 11:55:29.380	1m 15s	1m 15s	147.4%	473.2 MB	1.4 GB	7.4 GB	90.8 MB
112	35/9cbdf8	2289594	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (NA12751_F)	COMPLETED	0	2026-09-05 11:55:20.005	1m 50s	1m 49s	102.5%	147 MB	994.6 MB	4.4 GB	69.6 MB
118	3f/d00138	2297827	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (NA12751_F)	COMPLETED	0	2026-09-05 11:57:09.748	35.3s	34.8s	107.0%	1.4 GB	2.3 GB	320 MB	50.9 MB
115	91/420784	2299646	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (NA12751_F)	COMPLETED	0	2026-09-05 11:57:45.040	2m 16s	2m 16s	101.8%	1.2 GB	2 GB	4.4 GB	28 KB
117	8d/a89564	2295943	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (NA12751_F)	COMPLETED	0	2026-09-05 11:56:44.890	3m 43s	3m 43s	101.0%	7.4 GB	8.2 GB	4.4 GB	634.1 KB
119	0a/0e5344	2306491	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_COMBINED:UCSC_BEDCLIP (NA12751_F)	COMPLETED	0	2026-09-05 12:00:28.059	4.7s	4.1s	100.5%	8.8 MB	21.4 MB	732.6 MB	732.5 MB
111	b6/beca40	2304552	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:SAMTOOLS_SORT_QUALIMAP (NA12751_F)	COMPLETED	0	2026-09-05 12:00:01.258	1m 33s	1m 33s	526.6%	5.3 GB	6.6 GB	14.5 GB	16.3 GB
121	56/4dc26d	2307054	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (NA12814_M)	COMPLETED	0	2026-09-05 12:00:32.735	1m 43s	1m 43s	486.1%	5.4 GB	6.6 GB	23.6 GB	21.3 GB
122	c9/3c7524	2292467	NFCORE_RNASEQ:RNASEQ:QUANTIFY_BAM_SALMON:SALMON_QUANT (NA12814_M)	COMPLETED	0	2026-09-05 11:55:41.758	7m 12s	7m 11s	652.3%	19.6 GB	22.7 GB	25.2 GB	27.9 MB
123	76/ba93d5	2310175	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (NA12775_M)	COMPLETED	0	2026-09-05 12:01:34.644	1m 36s	1m 35s	509.1%	5.4 GB	6.6 GB	24.9 GB	22.4 GB
126	46/a9d39c	2312545	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (NA12399_M)	COMPLETED	0	2026-09-05 12:02:15.800	2m 30s	2m 29s	532.6%	5.4 GB	6.6 GB	37.6 GB	34 GB
132	24/1bde2b	2320746	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:CUSTOM_MULTIQCCUSTOMBIOTYPE (NA12751_F)	COMPLETED	0	2026-09-05 12:04:45.540	840ms	419ms	81.4%	1.9 MB	9.8 MB	91.9 MB	1.7 KB
135	80/c8c5e2	2320800	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (NA12814_M)	COMPLETED	0	2026-09-05 12:04:45.575	12.7s	12.2s	255.8%	36.4 MB	262.2 MB	6 GB	3.5 MB
136	8d/0c67cb	2320831	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (NA12775_M)	COMPLETED	0	2026-09-05 12:04:45.602	13.5s	13s	260.6%	36.3 MB	262.2 MB	6.5 GB	3.7 MB
138	d4/04ef30	2323884	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NA12814_M)	COMPLETED	0	2026-09-05 12:04:59.083	481ms	30ms	106.7%	3.1 MB	4.4 MB	3.6 MB	6.5 KB
133	9c/0d547f	2320770	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_COMBINED:UCSC_BEDGRAPHTOBIGWIG (NA12751_F)	COMPLETED	0	2026-09-05 12:04:45.557	24.1s	23.6s	101.7%	62.7 MB	80.2 MB	2.1 GB	148.6 MB
137	ad/12323c	2323360	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (NA12399_M)	COMPLETED	0	2026-09-05 12:04:58.297	21.4s	21s	263.4%	63.7 MB	298.7 MB	9.9 GB	4.5 MB
144	41/f8fa03	2328256	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NA12775_M)	COMPLETED	0	2026-09-05 12:05:19.717	503ms	38ms	111.1%	3.2 MB	4.4 MB	3.8 MB	6.5 KB
146	ec/73f512	2328275	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NA12399_M)	COMPLETED	0	2026-09-05 12:05:19.732	510ms	36ms	114.9%	3.1 MB	4.4 MB	4.6 MB	6.6 KB
139	b5/7d1b2e	2323386	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NA12814_M)	COMPLETED	0	2026-09-05 12:04:58.383	26.9s	26.6s	136.0%	6.8 MB	220.2 MB	6 GB	2.9 KB
143	3e/fa113e	2324301	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NA12775_M)	COMPLETED	0	2026-09-05 12:04:59.579	29s	28.6s	136.2%	6.8 MB	220.2 MB	6.5 GB	2.9 KB
148	c5/cf00e0	2328878	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NA12399_M)	COMPLETED	0	2026-09-05 12:05:20.241	39.3s	38.9s	138.4%	6.8 MB	220.2 MB	9.9 GB	2.9 KB
140	c0/d54a3c	2323908	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NA12814_M)	COMPLETED	0	2026-09-05 12:04:59.100	1m 2s	1m 1s	158.1%	8.6 MB	221.7 MB	6 GB	257.9 KB
142	3b/c2fda7	2326846	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NA12775_M)	COMPLETED	0	2026-09-05 12:05:09.683	1m 4s	1m 4s	158.6%	8.6 MB	221.7 MB	6.5 GB	258.2 KB
147	1e/58b718	2328904	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NA12399_M)	COMPLETED	0	2026-09-05 12:05:20.262	1m 28s	1m 27s	162.0%	8.6 MB	221.7 MB	9.9 GB	262.8 KB
124	3f/0dda40	2314851	NFCORE_RNASEQ:RNASEQ:QUANTIFY_BAM_SALMON:SALMON_QUANT (NA12775_M)	COMPLETED	0	2026-09-05 12:02:53.462	8m 14s	8m 13s	661.5%	19.6 GB	22.7 GB	26.8 GB	27.9 MB
131	db/472e74	2316136	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:QUALIMAP_RNASEQ (NA12815_F)	COMPLETED	0	2026-09-05 12:03:10.337	17m 20s	17m 18s	107.1%	13.5 GB	20.7 GB	10.1 GB	541.3 KB
127	17/478126	2346604	NFCORE_RNASEQ:RNASEQ:QUANTIFY_BAM_SALMON:SALMON_QUANT (NA12399_M)	COMPLETED	0	2026-09-05 12:11:07.124	9m 26s	9m 26s	673.3%	20 GB	22.7 GB	37.5 GB	28.1 MB
134	bf/c9bd34	2335020	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:QUALIMAP_RNASEQ (NA12751_F)	COMPLETED	0	2026-09-05 12:06:48.174	18m 47s	18m 46s	107.2%	16.5 GB	20.5 GB	9.3 GB	576.9 KB
141	0f/a16b8f	2360992	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (NA12814_M)	COMPLETED	0	2026-09-05 12:20:30.388	10m 44s	10m 42s	122.2%	20.5 GB	29.1 GB	12.1 GB	6.3 GB
150	ef/a07708	2388094	NFCORE_RNASEQ:RNASEQ:QUANTIFY_BAM_SALMON:QUANT_TXIMPORT_SUMMARIZEDEXPERIMENT:TXIMETA_TXIMPORT (all_samples)	COMPLETED	0	2026-09-05 12:31:14.150	28.3s	27.5s	103.7%	1.2 GB	2 GB	188.6 MB	148 MB
152	ef/9b412e	2391680	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (NA12814_M)	COMPLETED	0	2026-09-05 12:31:42.503	10.9s	10.4s	276.2%	36.9 MB	263 MB	6.3 GB	3.5 MB
145	8a/652571	2361750	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (NA12775_M)	COMPLETED	0	2026-09-05 12:20:33.580	11m 33s	11m 32s	119.4%	18 GB	28.6 GB	14 GB	7.7 GB
159	42/d0e399	2394177	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NA12814_M)	COMPLETED	0	2026-09-05 12:32:06.624	572ms	27ms	140.8%	3.2 MB	4.4 MB	3.6 MB	6.5 KB
157	31/ae79df	2394198	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NA12814_M)	COMPLETED	0	2026-09-05 12:32:06.632	22.2s	21.2s	140.1%	6.8 MB	220.2 MB	6.3 GB	2.9 KB
172	e3/567dca	2398554	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (NA12775_M)	COMPLETED	0	2026-09-05 12:32:28.868	11.8s	11.3s	277.1%	40.6 MB	267.7 MB	6.8 GB	3.8 MB
175	f1/6333ad	2400191	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NA12775_M)	COMPLETED	0	2026-09-05 12:32:41.661	456ms	28ms	142.9%	3.2 MB	4.4 MB	3.9 MB	6.5 KB
158	7e/70f9d4	2394217	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NA12814_M)	COMPLETED	0	2026-09-05 12:32:06.636	55.9s	55.2s	162.1%	8.6 MB	221.7 MB	6.3 GB	258 KB
173	91/c5d630	2400199	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NA12775_M)	COMPLETED	0	2026-09-05 12:32:41.668	23.3s	22.8s	140.5%	6.8 MB	220.2 MB	6.8 GB	2.9 KB
